6e7a8d72-ffa6-4816-a7fd-3a546594907d	60d6e3d2-37b1-4ca7-8604-0aa1a7a5b98d	빠른 답변, 정직한 조언, 확실한 결과물을 약속드립니다	빠른-답변-정직한-조언-확실한-결과물을-약속드립니다	빠른 답변, 정직한 조언, 확실한 결과물을 약속드립니다	\N	380000	project	7	999	false	\N	\N	https://bpvfkkrlyrjkwgwmfrci.supabase.co/storage/v1/object/public/services/service-thumbnails/ccf26cba-d1d5-4aae-b5d9-0fe85449f086-1762151580171.webp	\N	\N	3	0	3	0	0	0.00	0	active	false	\N	\N	\N	1	\N	\N	2025-11-01 03:49:08.901938+00	2025-12-03 03:02:11.711331+00	\N	2	false	online	서울특별시 강남구	37.51720000	127.04730000	강남구
a329c80c-77e7-48db-90e1-c67359e67c6a	a4cb4eaa-ae5d-41b2-b8ad-94748c5dbe19	AI 기반 전문 로고 & 제품 이미지 디자인 작업	ai-기반-전문-로고-제품-이미지-디자인-작업	본 서비스는 AI 기반으로 고퀄리티 로고 디자인과 제품 이미지를 제작하는 디자인 서비스입니다.\n최신 생성형 AI 기술과 전문 편집 작업을 결합해, 빠르고 높은 완성도의 결과물을 제공합니다.\n\n🔥 제공하는 서비스\n\n브랜드 콘셉트에 맞춘 맞춤형 로고 디자인\n\nAI 제품 이미지 생성(촬영 없이도 고품질 이미지 제작 가능)\n\n제품 페이지·SNS·쇼핑몰 최적화 이미지 제작\n\n색감 보정·배경 제거·광원 조정 등 후편집 작업\n\n다양한 비율(1:1, 4:5, 16:9 등)로 리사이징 제공\n\n⚙️ 작업 방식 & 프로세스\n\n요구사항 수집\n(브랜드명, 제품 특징, 원하는 분위기 및 참고 이미지)\n\nAI 기반 초안 이미지 3~6종 제공\n\n선택된 시안 정교화 · 디테일 리터칭\n\n최종 이미지 전달 (JPG/PNG, 요청 시 PSD 가능)\n\n📦 필요한 자료\n\n제품 정보 또는 사진\n\n브랜드 로고/텍스트\n\n원하는 스타일(모던/프리미엄/미니멀 등)\n\n활용 목적(광고, 상세페이지, 썸네일 등)\n\n❌ 제외되는 항목\n\n타 브랜드 로고 복제 요청\n\n저작권 침해 우려가 있는 이미지 생성\n\n무제한 반복 수정\n\n💰 추가 비용이 발생할 수 있는 경우\n\n복잡한 제품 구성의 상세 편집\n\n5회 이상 수정 요청\n\n여러 플랫폼용 패키지 제작 요청\n\n본 서비스는 빠른 작업, 높은 정확도, 뛰어난 비주얼 퀄리티를 목표로 진행됩니다.\n제품 홍보, 상세페이지, SNS 콘텐츠 제작이 필요하신 분들께 최적화된 서비스를 보장드립니다.\n궁금한 점은 언제든 편하게 문의해주세요!	\N	50000	project	2	1	false	\N	\N	https://bpvfkkrlyrjkwgwmfrci.supabase.co/storage/v1/object/public/services/services/1763539978445_3m32u9oipf2.jpg	\N	\N	4	0	2	0	0	0.00	0	active	false	\N	\N	\N	1	\N	\N	2025-11-19 08:12:59.111046+00	2025-12-03 03:02:12.123671+00	\N	1	false	online	서울특별시 마포구	37.56650000	126.90180000	마포구
7d00f2cb-4c23-49b5-905a-a1f2223a4108	a4cb4eaa-ae5d-41b2-b8ad-94748c5dbe19	AI 기반 전문 로고 디자인 & 광고소재 제작	ai-기반-전문-로고-디자인-광고소재-제작	안녕하세요.\n본 서비스는 AI 기반의 전문 로고 디자인 및 광고 소재 디자인 작업을 제공하는 서비스입니다.\n최신 생성형 AI 모델과 전문 디자이너의 후편집 작업을 결합하여, 빠르면서도 높은 완성도의 결과물을 제작해드립니다.\n\n제공하는 서비스\n\n브랜드 콘셉트 분석 후 맞춤형 로고 디자인 제작\nAI 활용 초안 생성 + 디자이너 후편집(리터칭)\n광고용 배너, 썸네일, 웹/앱 프로모션 이미지 제작\nSNS, 홈페이지, 쇼핑몰 등에 최적화된 사이즈별 출력\n컬러 조합, 형태 수정, 타이포그래피 조정 가능\n\n작업 방식 & 프로세스\n\n요구사항 확인 — 브랜드명/컨셉/원하는 스타일 수집\nAI 기반 디자인 초안 3~5종 제공\n선택한 디자인 정교화 및 디테일 수정\n최종 시안 전달 (PNG, JPG, 요청 시 AI/PDF 가능)\n\n필요한 자료\n브랜드명 및 설명\n선호하는 스타일(모던/심플/프리미엄 등)\n참고 이미지(선택 사항)\n활용 목적(웹/인쇄/광고 등)\n\n제외되는 항목\n\n완성된 캐릭터 IP 재사용 디자인\n저작권 침해가 우려되는 요청\n과도한 무제한 수정\n추가 비용 발생 가능\n복잡한 형태의 캐릭터형 로고\n5회 이상 수정 요청\n여러 버전의 상업용 패키지 요청 시\n고객님의 브랜드가 돋보일 수 있도록\n퀄리티 높은 AI+전문 디자인 서비스를 제공해드리겠습니다.\n궁금한 점은 언제든지 편하게 문의 주세요!	\N	100000	project	7	1	false	\N	\N	https://bpvfkkrlyrjkwgwmfrci.supabase.co/storage/v1/object/public/services/services/1763539839250_xjs05wolwt8.jpg	\N	\N	4	0	7	0	0	0.00	0	active	false	\N	\N	\N	1	\N	\N	2025-11-19 08:10:39.92109+00	2025-12-03 03:02:11.948576+00	\N	2	false	online	서울특별시 서초구	37.48370000	127.03240000	서초구
431b8eab-5c37-42e6-a424-f1c00c072330	60d6e3d2-37b1-4ca7-8604-0aa1a7a5b98d	프리미엄 젤네일 아트	프리미엄-젤네일-아트	트렌디한 젤네일 아트를 제공합니다. 시즌별 최신 디자인, 고급 젤 제품 사용. 15년 경력의 네일 아티스트가 직접 시술합니다. 원하시는 디자인 사진을 가져오시면 100% 재현해 드립니다.	\N	70000	project	1	1	false	\N	\N	https://picsum.photos/seed/nail-art1/400/300	\N	\N	0	0	0	0	0	0.00	0	active	false	\N	\N	\N	1	\N	\N	2025-12-03 02:04:44.721785+00	2025-12-03 03:02:12.277215+00	\N	0	false	offline	서울특별시 종로구	37.57300000	126.97940000	종로구
1b62b20b-16ba-4259-b7b4-95f2362c3e0f	60d6e3d2-37b1-4ca7-8604-0aa1a7a5b98d	스파 패디큐어 & 발관리	스파-패디큐어-발관리	지친 발에 럭셔리한 휴식을 선사합니다. 각질 제거, 보습 케어, 발 마사지, 네일 아트까지 풀코스. 피로 해소에 효과적인 아로마 오일 사용.	\N	85000	project	1	1	false	\N	\N	https://picsum.photos/seed/nail-art4/400/300	\N	\N	1	0	0	0	0	0.00	0	active	false	\N	\N	\N	1	\N	\N	2025-12-03 02:04:47.059792+00	2025-12-03 03:02:12.748695+00	\N	0	false	offline	서울특별시 성동구	37.56340000	127.03690000	성동구
24c322c0-2c7f-4981-929d-807134129eb7	60d6e3d2-37b1-4ca7-8604-0aa1a7a5b98d	데일리 메이크업 레슨	데일리-메이크업-레슨	나에게 맞는 데일리 메이크업을 배워보세요! 피부 톤, 눈 모양에 맞는 메이크업 기법 전수. 1:1 맞춤 레슨으로 누구나 예뻐질 수 있습니다. 화장품 추천 리스트 제공.	\N	100000	project	1	1	false	\N	\N	https://picsum.photos/seed/makeup7/400/300	\N	\N	1	0	0	0	0	0.00	0	active	false	\N	\N	\N	1	\N	\N	2025-12-03 02:04:49.405224+00	2025-12-03 03:02:13.224289+00	\N	0	false	offline	서울특별시 동대문구	37.57440000	127.03960000	동대문구
ba2f1172-1987-43e2-9986-6fe25d0d2891	60d6e3d2-37b1-4ca7-8604-0aa1a7a5b98d	SFX 특수 메이크업	sfx-특수-메이크업	할로윈, 코스프레, 영상 촬영을 위한 특수 메이크업! 좀비, 상처, 판타지 캐릭터까지 무엇이든 가능합니다. 포트폴리오 상담 후 진행.	\N	150000	project	1	1	false	\N	\N	https://picsum.photos/seed/makeup10/400/300	\N	\N	0	0	0	0	0	0.00	0	active	false	\N	\N	\N	1	\N	\N	2025-12-03 02:04:51.648257+00	2025-12-03 03:02:13.722793+00	\N	0	false	offline	서울특별시 양천구	37.51700000	126.86640000	양천구
685c3148-8170-4c53-a0d4-c43848fef316	60d6e3d2-37b1-4ca7-8604-0aa1a7a5b98d	남성 헤어컷 & 스타일링	남성-헤어컷-스타일링	트렌디한 남성 헤어스타일을 제안합니다. 두상과 얼굴형에 맞는 맞춤 커트. 투블럭, 리젠트, 포마드 스타일링까지 토탈 케어.	\N	40000	project	1	1	false	\N	\N	https://picsum.photos/seed/hair-styling13/400/300	\N	\N	0	0	0	0	0	0.00	0	active	false	\N	\N	\N	1	\N	\N	2025-12-03 02:04:53.930852+00	2025-12-03 03:02:14.187097+00	\N	0	false	offline	서울특별시 관악구	37.47840000	126.95160000	관악구
194839e5-1161-42ee-9626-258af77a70df	60d6e3d2-37b1-4ca7-8604-0aa1a7a5b98d	옷장 정리 & 스타일링	옷장-정리-스타일링	옷장 속 옷으로 새로운 스타일링! 불필요한 옷 정리, 기존 옷 활용 코디 제안. 계절별 캡슐 워드로브 구성 방법까지 알려드립니다.	\N	150000	project	1	1	false	\N	\N	https://picsum.photos/seed/styling-consulting16/400/300	\N	\N	0	0	0	0	0	0.00	0	active	false	\N	\N	\N	1	\N	\N	2025-12-03 02:04:56.213055+00	2025-12-03 03:02:14.637803+00	\N	0	false	offline	서울특별시 은평구	37.60270000	126.92910000	은평구
0059af7e-a30a-40b3-929c-e5261bcd2ae2	60d6e3d2-37b1-4ca7-8604-0aa1a7a5b98d	데이트 & 소개팅 스타일링	데이트-소개팅-스타일링	소중한 만남을 위한 특별한 준비! 퍼스널 컬러, 체형에 맞는 데이트룩 제안. 액세서리, 향수까지 토탈 스타일링.	\N	100000	project	1	1	false	\N	\N	https://picsum.photos/seed/styling-consulting19/400/300	\N	\N	0	0	0	0	0	0.00	0	active	false	\N	\N	\N	1	\N	\N	2025-12-03 02:04:58.49095+00	2025-12-03 03:02:15.106386+00	\N	0	false	offline	서울특별시 강북구	37.63970000	127.02550000	강북구
