8c209115-c1da-4585-9dc8-4a8c0d7598e5	6e7a8d72-ffa6-4816-a7fd-3a546594907d	60d6e3d2-37b1-4ca7-8604-0aa1a7a5b98d	빠른 답변, 정직한 조언, 확실한 결과물을 약속드립니다	빠른 답변, 정직한 조언, 확실한 결과물을 약속드립니다	https://bpvfkkrlyrjkwgwmfrci.supabase.co/storage/v1/object/public/services/service-thumbnails/ccf26cba-d1d5-4aae-b5d9-0fe85449f086-1761968947660.jpg	444444	approved	서비스 정보 수정	\N	2025-11-02 05:27:36.565538+00	2025-11-02 06:35:56.69355+00	ccf26cba-d1d5-4aae-b5d9-0fe85449f086	7	0	\N	\N	\N	\N	\N
e6530488-78f2-4a44-8f61-5752c002fa3e	6e7a8d72-ffa6-4816-a7fd-3a546594907d	60d6e3d2-37b1-4ca7-8604-0aa1a7a5b98d	빠른 답변, 정직한 조언, 확실한 결과물을 약속드립니다	빠른 답변, 정직한 조언, 확실한 결과물을 약속드립니다	https://bpvfkkrlyrjkwgwmfrci.supabase.co/storage/v1/object/public/services/service-thumbnails/ccf26cba-d1d5-4aae-b5d9-0fe85449f086-1761968947660.jpg	380000	approved	서비스 정보 수정	\N	2025-11-03 06:13:30.916255+00	2025-11-03 06:14:00.349469+00	ccf26cba-d1d5-4aae-b5d9-0fe85449f086	7	999	\N	\N	\N	\N	\N
70f33998-f7ed-42df-b0c1-2ceae7b4767d	6e7a8d72-ffa6-4816-a7fd-3a546594907d	60d6e3d2-37b1-4ca7-8604-0aa1a7a5b98d	빠른 답변, 정직한 조언, 확실한 결과물을 약속드립니다	빠른 답변, 정직한 조언, 확실한 결과물을 약속드립니다	https://bpvfkkrlyrjkwgwmfrci.supabase.co/storage/v1/object/public/services/service-thumbnails/ccf26cba-d1d5-4aae-b5d9-0fe85449f086-1761968947660.jpg	380000	approved	서비스 정보 수정	\N	2025-11-03 06:23:18.942457+00	2025-11-03 06:24:52.331157+00	ccf26cba-d1d5-4aae-b5d9-0fe85449f086	7	999	\N	\N	\N	\N	\N
2d9369f3-db73-4010-8a5a-0183cdd7c6fb	6e7a8d72-ffa6-4816-a7fd-3a546594907d	60d6e3d2-37b1-4ca7-8604-0aa1a7a5b98d	빠른 답변, 정직한 조언, 확실한 결과물을 약속드립니다	빠른 답변, 정직한 조언, 확실한 결과물을 약속드립니다	https://bpvfkkrlyrjkwgwmfrci.supabase.co/storage/v1/object/public/services/service-thumbnails/ccf26cba-d1d5-4aae-b5d9-0fe85449f086-1761968947660.jpg	380000	approved	서비스 정보 수정	\N	2025-11-03 06:30:13.572856+00	2025-11-03 06:30:35.167661+00	ccf26cba-d1d5-4aae-b5d9-0fe85449f086	7	999	\N	\N	\N	\N	\N
721114d1-f580-47df-9050-646b56fd770e	6e7a8d72-ffa6-4816-a7fd-3a546594907d	60d6e3d2-37b1-4ca7-8604-0aa1a7a5b98d	빠른 답변, 정직한 조언, 확실한 결과물을 약속드립니다	빠른 답변, 정직한 조언, 확실한 결과물을 약속드립니다	https://bpvfkkrlyrjkwgwmfrci.supabase.co/storage/v1/object/public/services/service-thumbnails/ccf26cba-d1d5-4aae-b5d9-0fe85449f086-1762151580171.webp	380000	approved	서비스 정보 수정	\N	2025-11-03 06:33:01.212339+00	2025-11-03 06:33:50.462196+00	ccf26cba-d1d5-4aae-b5d9-0fe85449f086	7	999	\N	\N	\N	\N	\N
0d107293-dd0b-4a75-ba85-da3ee2b652cb	a329c80c-77e7-48db-90e1-c67359e67c6a	a4cb4eaa-ae5d-41b2-b8ad-94748c5dbe19	AI 기반 전문 로고 & 제품 이미지 디자인 작업	본 서비스는 AI 기반으로 고퀄리티 로고 디자인과 제품 이미지를 제작하는 디자인 서비스입니다.\n최신 생성형 AI 기술과 전문 편집 작업을 결합해, 빠르고 높은 완성도의 결과물을 제공합니다.\n\n🔥 제공하는 서비스\n\n브랜드 콘셉트에 맞춘 맞춤형 로고 디자인\n\nAI 제품 이미지 생성(촬영 없이도 고품질 이미지 제작 가능)\n\n제품 페이지·SNS·쇼핑몰 최적화 이미지 제작\n\n색감 보정·배경 제거·광원 조정 등 후편집 작업\n\n다양한 비율(1:1, 4:5, 16:9 등)로 리사이징 제공\n\n⚙️ 작업 방식 & 프로세스\n\n요구사항 수집\n(브랜드명, 제품 특징, 원하는 분위기 및 참고 이미지)\n\nAI 기반 초안 이미지 3~6종 제공\n\n선택된 시안 정교화 · 디테일 리터칭\n\n최종 이미지 전달 (JPG/PNG, 요청 시 PSD 가능)\n\n📦 필요한 자료\n\n제품 정보 또는 사진\n\n브랜드 로고/텍스트\n\n원하는 스타일(모던/프리미엄/미니멀 등)\n\n활용 목적(광고, 상세페이지, 썸네일 등)\n\n❌ 제외되는 항목\n\n타 브랜드 로고 복제 요청\n\n저작권 침해 우려가 있는 이미지 생성\n\n무제한 반복 수정\n\n💰 추가 비용이 발생할 수 있는 경우\n\n복잡한 제품 구성의 상세 편집\n\n5회 이상 수정 요청\n\n여러 플랫폼용 패키지 제작 요청\n\n본 서비스는 빠른 작업, 높은 정확도, 뛰어난 비주얼 퀄리티를 목표로 진행됩니다.\n제품 홍보, 상세페이지, SNS 콘텐츠 제작이 필요하신 분들께 최적화된 서비스를 보장드립니다.\n궁금한 점은 언제든 편하게 문의해주세요!	https://bpvfkkrlyrjkwgwmfrci.supabase.co/storage/v1/object/public/services/services/1763539978445_3m32u9oipf2.jpg	50000	approved	서비스 정보 수정	\N	2025-11-19 08:25:43.286145+00	2025-11-19 08:43:36.503805+00	ccf26cba-d1d5-4aae-b5d9-0fe85449f086	2	1	\N	\N	\N	\N	\N
fd967cb3-39e0-48cb-826e-d5d615f534a5	c7d3c582-29b1-47c2-b0f7-d14ec8616a66	60d6e3d2-37b1-4ca7-8604-0aa1a7a5b98d	헤어 컬러 컨설팅	퍼스널 컬러에 맞는 최적의 헤어 컬러를 찾아드립니다. 염색 색상 추천, 헤어 살롱 동행 서비스 가능. 홈케어 방법 안내.	https://picsum.photos/seed/personal-color25/400/300	80000	approved	서비스 정보 수정	\N	2025-12-03 07:37:35.738191+00	2025-12-03 07:37:57.462109+00	ccf26cba-d1d5-4aae-b5d9-0fe85449f086	1	1	서울 중구 명동길 1-4	37.56377060	126.98236170	중구	online
0dc3100f-047f-4011-b596-ceee61ed6a1d	c7d3c582-29b1-47c2-b0f7-d14ec8616a66	60d6e3d2-37b1-4ca7-8604-0aa1a7a5b98d	헤어 컬러 컨설팅	퍼스널 컬러에 맞는 최적의 헤어 컬러를 찾아드립니다. 염색 색상 추천, 헤어 살롱 동행 서비스 가능. 홈케어 방법 안내.	https://picsum.photos/seed/personal-color25/400/300	80000	approved	서비스 정보 수정	\N	2025-12-03 09:07:55.490861+00	2025-12-03 09:08:30.447501+00	ccf26cba-d1d5-4aae-b5d9-0fe85449f086	1	1	경남 남해군 남해읍 강진만로 3	34.82966665	127.91057804	남해군	online
98c916b4-3b0c-475b-90b7-cd099873e74d	a329c80c-77e7-48db-90e1-c67359e67c6a	a4cb4eaa-ae5d-41b2-b8ad-94748c5dbe19	AI 기반 전문 로고 & 제품 이미지 디자인 작업	본 서비스는 AI 기반으로 고퀄리티 로고 디자인과 제품 이미지를 제작하는 디자인 서비스입니다.\n최신 생성형 AI 기술과 전문 편집 작업을 결합해, 빠르고 높은 완성도의 결과물을 제공합니다.\n\n🔥 제공하는 서비스\n\n브랜드 콘셉트에 맞춘 맞춤형 로고 디자인\n\nAI 제품 이미지 생성(촬영 없이도 고품질 이미지 제작 가능)\n\n제품 페이지·SNS·쇼핑몰 최적화 이미지 제작\n\n색감 보정·배경 제거·광원 조정 등 후편집 작업\n\n다양한 비율(1:1, 4:5, 16:9 등)로 리사이징 제공\n\n⚙️ 작업 방식 & 프로세스\n\n요구사항 수집\n(브랜드명, 제품 특징, 원하는 분위기 및 참고 이미지)\n\nAI 기반 초안 이미지 3~6종 제공\n\n선택된 시안 정교화 · 디테일 리터칭\n\n최종 이미지 전달 (JPG/PNG, 요청 시 PSD 가능)\n\n📦 필요한 자료\n\n제품 정보 또는 사진\n\n브랜드 로고/텍스트\n\n원하는 스타일(모던/프리미엄/미니멀 등)\n\n활용 목적(광고, 상세페이지, 썸네일 등)\n\n❌ 제외되는 항목\n\n타 브랜드 로고 복제 요청\n\n저작권 침해 우려가 있는 이미지 생성\n\n무제한 반복 수정\n\n💰 추가 비용이 발생할 수 있는 경우\n\n복잡한 제품 구성의 상세 편집\n\n5회 이상 수정 요청\n\n여러 플랫폼용 패키지 제작 요청\n\n본 서비스는 빠른 작업, 높은 정확도, 뛰어난 비주얼 퀄리티를 목표로 진행됩니다.\n제품 홍보, 상세페이지, SNS 콘텐츠 제작이 필요하신 분들께 최적화된 서비스를 보장드립니다.\n궁금한 점은 언제든 편하게 문의해주세요!	https://bpvfkkrlyrjkwgwmfrci.supabase.co/storage/v1/object/public/services/services/1763539978445_3m32u9oipf2.jpg	50000	approved	서비스 정보 수정	\N	2025-11-19 08:36:29.282131+00	2025-11-19 08:42:54.248886+00	ccf26cba-d1d5-4aae-b5d9-0fe85449f086	2	1	\N	\N	\N	\N	\N
2df6978a-ee31-436f-bd77-e5021fd1440b	a329c80c-77e7-48db-90e1-c67359e67c6a	a4cb4eaa-ae5d-41b2-b8ad-94748c5dbe19	AI 기반 전문 로고 & 제품 이미지 디자인 작업	본 서비스는 AI 기반으로 고퀄리티 로고 디자인과 제품 이미지를 제작하는 디자인 서비스입니다.\n최신 생성형 AI 기술과 전문 편집 작업을 결합해, 빠르고 높은 완성도의 결과물을 제공합니다.\n\n🔥 제공하는 서비스\n\n브랜드 콘셉트에 맞춘 맞춤형 로고 디자인\n\nAI 제품 이미지 생성(촬영 없이도 고품질 이미지 제작 가능)\n\n제품 페이지·SNS·쇼핑몰 최적화 이미지 제작\n\n색감 보정·배경 제거·광원 조정 등 후편집 작업\n\n다양한 비율(1:1, 4:5, 16:9 등)로 리사이징 제공\n\n⚙️ 작업 방식 & 프로세스\n\n요구사항 수집\n(브랜드명, 제품 특징, 원하는 분위기 및 참고 이미지)\n\nAI 기반 초안 이미지 3~6종 제공\n\n선택된 시안 정교화 · 디테일 리터칭\n\n최종 이미지 전달 (JPG/PNG, 요청 시 PSD 가능)\n\n📦 필요한 자료\n\n제품 정보 또는 사진\n\n브랜드 로고/텍스트\n\n원하는 스타일(모던/프리미엄/미니멀 등)\n\n활용 목적(광고, 상세페이지, 썸네일 등)\n\n❌ 제외되는 항목\n\n타 브랜드 로고 복제 요청\n\n저작권 침해 우려가 있는 이미지 생성\n\n무제한 반복 수정\n\n💰 추가 비용이 발생할 수 있는 경우\n\n복잡한 제품 구성의 상세 편집\n\n5회 이상 수정 요청\n\n여러 플랫폼용 패키지 제작 요청\n\n본 서비스는 빠른 작업, 높은 정확도, 뛰어난 비주얼 퀄리티를 목표로 진행됩니다.\n제품 홍보, 상세페이지, SNS 콘텐츠 제작이 필요하신 분들께 최적화된 서비스를 보장드립니다.\n궁금한 점은 언제든 편하게 문의해주세요!	https://bpvfkkrlyrjkwgwmfrci.supabase.co/storage/v1/object/public/services/services/1763539978445_3m32u9oipf2.jpg	50000	approved	서비스 정보 수정	\N	2025-11-19 08:30:23.132564+00	2025-11-19 08:43:11.522064+00	ccf26cba-d1d5-4aae-b5d9-0fe85449f086	2	1	\N	\N	\N	\N	\N
